"candidate","year","state","office","district","stage","special","party","writein","first_name","last_name","candidatevotes","totalvotes"
"Robert K. Dornan",1992,"California","US House","46","gen",FALSE,"republican",FALSE,"Robert","Dornan",55659,110806
"Robert K. Dornan",1994,"California","US House","46","gen",FALSE,"republican",FALSE,"Robert","Dornan",50616,88697
"Robert K. Dornan",1996,"California","US House","46","gen",FALSE,"republican",FALSE,"Robert","Dornan",46980,102784
"Robert Kenneth 'Bob' Dornan",1998,"California","US House","46","gen",FALSE,"republican",FALSE,"Robert","Dornan",33388,85002
"Robert O. Dorse",1984,"Washington","US House","7","gen",FALSE,"republican",FALSE,"Robert","Dorse",71576,247846
"Robert Drenkhahn",1980,"Michigan","US House","4","gen",FALSE,"american independent",FALSE,"Robert","Drenkhahn",915,199292
"Robert C. Drenkhahn",1982,"Michigan","US House","4","gen",FALSE,"american independent",FALSE,"Robert","Drenkhahn",690,146605
"Robert F. Drinan",1976,"Massachusetts","US House","4","gen",FALSE,"democrat",FALSE,"Robert","Drinan",109268,209835
"Robert F. Drinan",1978,"Massachusetts","US House","4","gen",FALSE,"democrat",FALSE,"Robert","Drinan",111353,111491
"Robert P. Duckworth",1990,"Maryland","US House","4","gen",FALSE,"republican",FALSE,"Robert","Duckworth",59846,145447
"Robert P. Duckworth",2004,"Maryland","US House","3","gen",FALSE,"republican",FALSE,"Robert","Duckworth",97008,286969
"Robert B. Duncan",1976,"Oregon","US House","3","gen",FALSE,"democrat",FALSE,"Robert","Duncan",148503,177051
"Robert B. Duncan",1978,"Oregon","US House","3","gen",FALSE,"democrat",FALSE,"Robert","Duncan",151895,179460
"Robert L. Dunne",1978,"Illinois","US House","3","gen",FALSE,"republican",FALSE,"Robert","Dunne",51098,146800
"Robert L. Dupay",1982,"New Hampshire","US House","2","gen",FALSE,"democrat",FALSE,"Robert","Dupay",37906,130007
"Robert Duvall",2002,"Tennessee","US House","5","gen",FALSE,"republican",FALSE,"Robert","Duvall",56825,170886
"Robert Guy Dyer",2002,"Kentucky","US House","2","gen",FALSE,"libertarian",FALSE,"Robert","Dyer",2084,176288
"Robert Eckerson",2002,"Nebraska","US House","1","gen",FALSE,"libertarian",FALSE,"Robert","Eckerson",22831,155844
"Robert Eckhardt",1978,"Texas","US House","8","gen",FALSE,"democrat",FALSE,"Robert","Eckhardt",39429,64102
"Robert W. Edgar",1976,"Pennsylvania","US House","7","gen",FALSE,"democrat",FALSE,"Robert","Edgar",109436,202351
"Robert W. Edgar",1978,"Pennsylvania","US House","7","gen",FALSE,"democrat",FALSE,"Robert","Edgar",79771,158714
"Robert Edwards",1988,"Washington","US House","7","gen",FALSE,"republican",FALSE,"Robert","Edwards",53902,227711
"Robert E. Erwin",1982,"California","US House","35","gen",FALSE,"democrat",FALSE,"Robert","Erwin",52349,165135
"Robert J. Evans",1976,"California","US House","8","gen",FALSE,"peace and freedom",FALSE,"Robert","Evans",6238,196954
"Robert H. Evans",1998,"California","US House","12","gen",FALSE,"republican",FALSE,"Robert","Evans",36562,173212
"Robert J. Evans",2010,"Maryland","US Senate","Statewide","gen",FALSE,"",TRUE,"Robert","Evans",14,1833858
"Robert ""Bob"" Evans",2016,"California","US House","6","gen",FALSE,"republican",FALSE,"Robert","Evans",57848,235413
"Robert L. Fariss",1982,"Virginia","US House","6","gen",FALSE,"independent",FALSE,"Robert","Fariss",2395,137140
"Robert H. (Bob) Feigenbaum",1988,"Missouri","US House","2","gen",FALSE,"democrat",FALSE,"Robert","Feigenbaum",91645,281109
"Robert Figueroa",1996,"New Jersey","US House","4","gen",FALSE,"independent",FALSE,"Robert","Figueroa",3000,230114
"Robert L. Figueroa",1998,"California","US House","11","gen",FALSE,"democrat",FALSE,"Robert","Figueroa",56345,155449
"Robert Fitzgerald",2006,"Minnesota","US Senate","statewide","gen",FALSE,"independence",FALSE,"Robert","Fitzgerald",71194,2202772
"Robert Fluharty",2014,"West Virginia","US House","2","gen",FALSE,"",TRUE,"Robert","Fluharty",9,154250
"Robert Edward Forchion",2012,"New Jersey","US House","3","gen",FALSE,"legalize marijuana",FALSE,"Robert","Forchion",1956,324399
"Robert D. Franklin",2014,"Tennessee","US House","1","gen",FALSE,"independent",FALSE,"Robert","Franklin",9906,139470
"Robert D. Franklin",2016,"Tennessee","US House","1","gen",FALSE,"independent",FALSE,"Robert","Franklin",15702,253025
"Robert Fritsche",2004,"Texas","US House","10","gen",FALSE,"libertarian",FALSE,"Robert","Fritsche",35569,231643
"Robert L. Fry",2014,"Ohio","US House","5","gen",FALSE,"democrat",FALSE,"Robert","Fry",58507,202300
"Robert Gabrielsky",2000,"New Jersey","US House","2","gen",FALSE,"independent",FALSE,"Robert","Gabrielsky",3252,233859
"Robert H. Gaffner",1982,"Illinois","US House","21","gen",FALSE,"republican",FALSE,"Robert","Gaffner",46764,140608
"Robert H. (Bob) Gaffner",1984,"Illinois","US House","21","gen",FALSE,"republican",FALSE,"Robert","Gaffner",84148,211194
"Robert H. (Bob) Gaffner",1986,"Illinois","US House","21","gen",FALSE,"republican",FALSE,"Robert","Gaffner",64779,130501
"Robert H. (Bob) Gaffner",1988,"Illinois","US House","21","gen",FALSE,"republican",FALSE,"Robert","Gaffner",95385,201221
"Robert H. Gaffner",1990,"Illinois","US House","21","gen",FALSE,"republican",FALSE,"Robert","Gaffner",48949,144157
"Robert John Gale",1990,"Michigan","US House","14","gen",FALSE,"tisch independent citizen",FALSE,"Robert","Gale",2692,123421
"Robert Garcia",1978,"New York","US House","21","gen",FALSE,"democrat",FALSE,"Robert","Garcia",23950,24449
"Robert Garcia",1980,"New York","US House","21","gen",FALSE,"democrat",FALSE,"Robert","Garcia",32173,32758
"Robert Garcia",1982,"New York","US House","18","gen",FALSE,"democrat",FALSE,"Robert","Garcia",57009,57664
"Robert Garcia",1984,"New York","US House","18","gen",FALSE,"democrat",FALSE,"Robert","Garcia",85960,96328
"Robert Garcia",1986,"New York","US House","18","gen",FALSE,"democrat",FALSE,"Robert","Garcia",43343,46353
"Robert Garcia",1988,"New York","US House","18","gen",FALSE,"democrat",FALSE,"Robert","Garcia",75459,82866
"Robert H. Gardner",1990,"Missouri","US House","5","gen",FALSE,"republican",FALSE,"Robert","Gardner",43897,115787
"Robert A. Gardner",1992,"Ohio","US House","19","gen",FALSE,"republican",FALSE,"Robert","Gardner",124606,263083
"Robert H. (Lopaka) Garner",1994,"Hawaii","US House","2","gen",FALSE,"republican",FALSE,"Robert","Garner",42891,177396
"Robert Garrard",2008,"Kansas","US House","2","gen",FALSE,"libertarian",FALSE,"Robert","Garrard",4683,307308
"Robert Garrard",2010,"Kansas","US House","2","gen",FALSE,"libertarian",FALSE,"Robert","Garrard",9353,205975
"Robert D. Garrard",2016,"Kansas","US Senate","statewide","gen",FALSE,"libertarian",FALSE,"Robert","Garrard",65760,1177922
"Robert F. Garrison",1992,"New York","US House","20","gen",FALSE,"right to life",FALSE,"Robert","Garrison",10204,265011
"Robert F. Garrison",1996,"New York","US House","20","gen",FALSE,"right to life",FALSE,"Robert","Garrison",6356,245812
"Robert L. Garrison",2002,"Tennessee","US House","6","gen",FALSE,"republican",FALSE,"Robert","Garrison",57397,177628
"Robert L. Garrison",2006,"Tennessee","US House","6","gen",FALSE,"independent",FALSE,"Robert","Garrison",2035,192380
"Robert T. Gerringer",1982,"California","US House","22","gen",FALSE,"libertarian",FALSE,"Robert","Gerringer",5870,198222
"Robert N. Giaimo",1976,"Connecticut","US House","3","gen",FALSE,"democrat",FALSE,"Robert","Giaimo",121623,222643
"Robert N. Giaimo",1978,"Connecticut","US House","3","gen",FALSE,"democrat",FALSE,"Robert","Giaimo",96830,166587
"Robert Goedecke",1986,"Washington","US House","4","gen",FALSE,"democrat",FALSE,"Robert","Goedecke",41709,149302
"Robert Goldsborough",1980,"California","US House","13","gen",FALSE,"peace and freedom",FALSE,"Robert","Goldsborough",3791,224609
"Robert Goodman",2008,"New York","US House","17","gen",FALSE,"republican",FALSE,"Robert","Goodman",40707,243765
"Robert ""Bob"" Gough",1994,"California","US House","13","gen",FALSE,"libertarian",FALSE,"Robert","Gough",7743,150642
"Robert B. Graham",1976,"Pennsylvania","US House","8","gen",FALSE,"constitution",FALSE,"Robert","Graham",3225,189623
"Robert P. Griffin",1978,"Michigan","US Senate","statewide","gen",FALSE,"republican",FALSE,"Robert","Griffin",1362165,2846630
"Robert Guzman",1992,"California","US House","33","gen",FALSE,"republican",FALSE,"Robert","Guzman",15428,50779
"Robert Hamilton",2008,"California","US House","49","gen",FALSE,"democrat",FALSE,"Robert","Hamilton",90138,240670
"Robert J. Harms",2006,"Florida","US House","4","gen",FALSE,"democrat",FALSE,"Robert","Harms",61704,203479
"Robert M. Hawk",1978,"New Mexico","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Hawk",70761,188836
"Robert C. ""Robin"" Hayes",1998,"North Carolina","US House","8","gen",FALSE,"republican",FALSE,"Robert","Hayes",67505,133124
"Robert C. (Robin) Hayes",2000,"North Carolina","US House","8","gen",FALSE,"republican",FALSE,"Robert","Hayes",111950,203464
"Robert C. (Robin) Hayes",2004,"North Carolina","US House","8","gen",FALSE,"republican",FALSE,"Robert","Hayes",125070,225171
"Robert C. ""Robin"" Hayes",2008,"North Carolina","US House","8","gen",FALSE,"republican",FALSE,"Robert","Hayes",126634,283819
"Robert G. Heim",2008,"New York","US House","14","gen",FALSE,"republican",FALSE,"Robert","Heim",43385,274592
"Robert F. Hellmann",1996,"Indiana","US House","7","gen",FALSE,"democrat",FALSE,"Robert","Hellmann",72705,209840
"Robert V. Hengerer",1980,"Iowa","US Senate","statewide","gen",FALSE,"libertarian",FALSE,"Robert","Hengerer",4233,1276986
"Robert S. Henry",1978,"California","US House","22","gen",FALSE,"democrat",FALSE,"Robert","Henry",54442,153944
"Robert T. Herbolsheimer",1992,"Illinois","US House","11","gen",FALSE,"republican",FALSE,"Robert","Herbolsheimer",107860,243247
"Robert Hereford",1976,"Pennsylvania","US House","24","gen",FALSE,"american",FALSE,"Robert","Hereford",1541,182526
"Robert P. Herriot",1984,"California","US House","10","gen",FALSE,"republican",FALSE,"Robert","Herriot",56256,164177
"Robert L. Hicks",1976,"Wisconsin","US House","5","gen",FALSE,"republican",FALSE,"Robert","Hicks",36413,173511
"Robert Hoffman",1998,"Missouri","US House","9","gen",FALSE,"libertarian",FALSE,"Robert","Hoffman",4248,188305
"Robert Hoffman",2000,"Missouri","US House","9","gen",FALSE,"libertarian",FALSE,"Robert","Hoffman",3608,291610
"Robert L. Hogan",1994,"Illinois","US House","6","gen",FALSE,"libertarian",FALSE,"Robert","Hogan",2633,157378
"Robert S. Holderbaum",1982,"Michigan","US House","3","gen",FALSE,"libertarian",FALSE,"Robert","Holderbaum",1111,171961
"Robert W. Horan",1986,"Massachusetts","US House","9","gen",FALSE,"independent",FALSE,"Robert","Horan",21292,149271
"Robert Horan",1990,"Massachusetts","US House","9","gen",FALSE,"independent",FALSE,"Robert","Horan",52660,200997
"Robert W. Horan",1992,"Massachusetts","US House","9","gen",FALSE,"independent",FALSE,"Robert","Horan",8084,253634
"Robert P. Hudock",1978,"Pennsylvania","US House","11","gen",FALSE,"republican",FALSE,"Robert","Hudock",45335,106768
"Robert P. Hudock",1984,"Pennsylvania","US House","11","gen",FALSE,"republican",FALSE,"Robert","Hudock",76692,185122
"Robert Humphries",2010,"Tennessee","US House","3","gen",FALSE,"independent",FALSE,"Robert","Humphries",380,162056
"Robert E. Hurley",1994,"New York","US House","7","gen",FALSE,"conservative",FALSE,"Robert","Hurley",8698,123885
"Robert E. Hurley",2000,"New York","US House","7","gen",FALSE,"conservative",FALSE,"Robert","Hurley",3131,153374
"Robert Hurt",2010,"Virginia","US House","5","gen",FALSE,"republican",FALSE,"Robert","Hurt",119560,235299
"Robert Hurt",2012,"Virginia","US House","5","gen",FALSE,"republican",FALSE,"Robert","Hurt",193009,348111
"Robert Hurt",2014,"Virginia","US House","5","gen",FALSE,"republican",FALSE,"Robert","Hurt",124735,204945
"Robert Laurence Hutchings",1978,"Texas","US House","7","gen",FALSE,"democrat",FALSE,"Robert","Hutchings",22415,150629
"Robert L. Hutchings",1980,"Texas","US House","7","gen",FALSE,"democrat",FALSE,"Robert","Hutchings",48594,295684
"Robert L. Hutchinson",2006,"Michigan","US House","7","gen",FALSE,"libertarian",FALSE,"Robert","Hutchinson",3788,245026
"Robert Barnwell Clarkson II",1992,"South Carolina","US Senate","Statewide","gen",FALSE,"american",FALSE,"Robert","II",11568,1180438
"Robert Gemmill II",2004,"Maryland","US Senate","Statewide","gen",FALSE,"",TRUE,"Robert","II",204,2321931
"Robert Goldsborough III",1978,"California","US House","13","gen",FALSE,"peace and freedom",FALSE,"Robert","III",5246,175361
"Robert Gordon III",1998,"Illinois","US House","2","gen",FALSE,"republican",FALSE,"Robert","III",16075,166668
"Robert Gordon III",2000,"Illinois","US House","2","gen",FALSE,"republican",FALSE,"Robert","III",19906,195901
"Robert B. Iverson",1996,"Ohio","US House","10","gen",FALSE,"natural law",FALSE,"Robert","Iverson",10415,225696
"Robert Jahelka",1984,"Colorado","US House","3","gen",FALSE,"libertarian",FALSE,"Robert","Jahelka",1358,214974
"Robert Jay",1988,"California","US House","21","gen",FALSE,"libertarian",FALSE,"Robert","Jay",5519,262671
"Robert Edward Johnson",2004,"Florida","US House","11","gen",FALSE,"libertarian",FALSE,"Robert","Johnson",31579,223481
"Robert J. Johnson",2004,"New York","US House","23","gen",FALSE,"democrat",FALSE,"Robert","Johnson",66448,265012
"Robert J. Johnson",2006,"New York","US House","23","gen",FALSE,"democrat",FALSE,"Robert","Johnson",62318,184944
"Robert Taft, Jr.",1976,"Ohio","US Senate","statewide","gen",FALSE,"republican",FALSE,"Robert","Jr.",1823774,3920613
"Robert C. ""Bob"" Olson, Jr.",1976,"Minnesota","US House","1","gen",FALSE,"democrat",FALSE,"Robert","Jr.",70630,231773
"Robert C. Richardson, Jr.",1976,"South Carolina","US House","5","gen",FALSE,"republican",FALSE,"Robert","Jr.",62095,128510
"Robert W. ""Bob"" Daniel, Jr.",1976,"Virginia","US House","4","gen",FALSE,"republican",FALSE,"Robert","Jr.",74495,140480
"Robert W. Kasten, Jr.",1976,"Wisconsin","US House","9","gen",FALSE,"republican",FALSE,"Robert","Jr.",163791,248524
"Robert W. Daniel Jr.",1978,"Virginia","US House","4","gen",FALSE,"republican",FALSE,"Robert","Jr.",77827,77873
"Robert W. Kasten Jr.",1980,"Wisconsin","US Senate","statewide","gen",FALSE,"republican",FALSE,"Robert","Jr.",1106311,2204202
"Robert W. ""Bob"" Daniel Jr.",1980,"Virginia","US House","4","gen",FALSE,"republican",FALSE,"Robert","Jr.",92557,152494
"Robert A. Borski, Jr.",1982,"Pennsylvania","US House","3","gen",FALSE,"democrat",FALSE,"Robert","Jr.",97161,193954
"Robert W. (Bob) Daniel, Jr.",1982,"Virginia","US House","4","gen",FALSE,"republican",FALSE,"Robert","Jr.",67708,148406
"Robert E. Wise, Jr.",1982,"West Virginia","US House","3","gen",FALSE,"democrat",FALSE,"Robert","Jr.",84619,146250
"Robert E. Wise Jr.",1984,"West Virginia","US House","3","gen",FALSE,"democrat",FALSE,"Robert","Jr.",125306,184434
"Robert W. Kasten Jr.",1986,"Wisconsin","US Senate","statewide","gen",FALSE,"republican",FALSE,"Robert","Jr.",754573,1483174
"Robert C. Byrnes Jr.",1986,"New York","US House","29","gen",FALSE,"conservative",FALSE,"Robert","Jr.",4762,141008
"Robert E. Wise, Jr.",1988,"West Virginia","US House","3","gen",FALSE,"democrat",FALSE,"Robert","Jr.",120192,161670
"Robert R. DeJulio Jr.",1990,"Ohio","US House","17","gen",FALSE,"republican",FALSE,"Robert","Jr.",38199,171406
"Robert E. Wise Jr.",1990,"West Virginia","US House","3","gen",FALSE,"democrat",FALSE,"Robert","Jr.",75327,75327
"Robert W. Kasten, Jr.",1992,"Wisconsin","US Senate","Statewide","gen",FALSE,"republican",FALSE,"Robert","Jr.",1129599,2455124
"Robert E. (Bud) Cramer, Jr.",1992,"Alabama","US House","5","gen",FALSE,"democrat",FALSE,"Robert","Jr.",160060,244133
"Robert E. Wise, Jr.",1992,"West Virginia","US House","2","gen",FALSE,"democrat",FALSE,"Robert","Jr.",143988,203090
"Robert E. (Bud) Cramer, Jr.",1994,"Alabama","US House","5","gen",FALSE,"democrat",FALSE,"Robert","Jr.",88693,175693
"Robert L. Ehrlich, Jr.",1994,"Maryland","US House","2","gen",FALSE,"republican",FALSE,"Robert","Jr.",125162,199480
"Robert E. Wise, Jr.",1994,"West Virginia","US House","2","gen",FALSE,"democrat",FALSE,"Robert","Jr.",90757,142448
"Robert E (Bud) Cramer Jr.",1996,"Alabama","US House","5","gen",FALSE,"democrat",FALSE,"Robert","Jr.",114442,205547
"Robert T. (Bob) Wilson Jr.",1996,"Alabama","US House","4","gen",FALSE,"democrat",FALSE,"Robert","Jr.",99250,205917
"Robert L. Ehrlich Jr.",1996,"Maryland","US House","2","gen",FALSE,"republican",FALSE,"Robert","Jr.",143075,231419
"Robert F. Broda Jr.",1996,"Michigan","US House","7","gen",FALSE,"libertarian",FALSE,"Robert","Jr.",3090,218544
"Robert Argy Jr.",1996,"North Carolina","US House","2","gen",FALSE,"natural law",FALSE,"Robert","Jr.",966,216629
"Robert R. (Randy) Sims Jr.",1996,"Texas","US House","7","pri",TRUE,"independent",FALSE,"Robert","Jr.",2724,186831
"Robert E. Wise Jr.",1996,"West Virginia","US House","2","gen",FALSE,"democrat",FALSE,"Robert","Jr.",141551,205484
"Robert E. (Bud) Cramer, Jr.",1998,"Alabama","US House","5","gen",FALSE,"democrat",FALSE,"Robert","Jr.",134819,193490
"Robert A. Cozzi, Jr.",1998,"Illinois","US House","14","gen",FALSE,"democrat",FALSE,"Robert","Jr.",50844,168148
"Robert L. Ehrlich, Jr.",1998,"Maryland","US House","2","gen",FALSE,"republican",FALSE,"Robert","Jr.",125162,199446
"Robert E. Wise, Jr.",1998,"West Virginia","US House","2","gen",FALSE,"democrat",FALSE,"Robert","Jr.",99357,136153
"Robert E. (Bud) Cramer, Jr.",2000,"Alabama","US House","5","gen",FALSE,"democrat",FALSE,"Robert","Jr.",186059,209514
"Robert L. Ehrlich, Jr.",2000,"Maryland","US House","2","gen",FALSE,"republican",FALSE,"Robert","Jr.",178556,260432
"Robert Broda, Jr.",2000,"Michigan","US House","7","gen",FALSE,"libertarian",FALSE,"Robert","Jr.",2158,241010
"Robert E. (Bud) Cramer Jr.",2002,"Alabama","US House","5","gen",FALSE,"democrat",FALSE,"Robert","Jr.",143029,195171
"Robert E. (Bud) Cramer, Jr.",2004,"Alabama","US House","5","gen",FALSE,"democrat",FALSE,"Robert","Jr.",200999,275459
"Robert G. Weber, Jr.",2004,"California","US House","33","gen",FALSE,"libertarian",FALSE,"Robert","Jr.",21513,188314
"Robert E. (Bud) Cramer, Jr.",2006,"Alabama","US House","5","gen",FALSE,"democrat",FALSE,"Robert","Jr.",143015,145555
"Robert P. Casey, Jr.",2012,"Pennsylvania","US Senate","statewide","gen",FALSE,"democrat",FALSE,"Robert","Jr.",3021364,5627422
"Robert L. DeVore, Jr.",2012,"Kentucky","US House","3","gen",FALSE,"independent",FALSE,"Robert","Jr.",4819,322656
